UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1514,1818,1,-0.9490056305642061,-0.8779384029644384,0.4066561387125714,-0.883691720121245,-1.5417208318914204,0,0,0,0,0,0
1515,7099,2,-0.9490056305642061,-0.8104210101665406,0.8686505683845233,-0.3568319856326142,-1.5102628946037149,0,0,0,0,0,0
1516,7100,2,-0.8988976458979234,-0.7429036173686816,0.7608518681277355,-0.5922373989147682,-1.4630759886721565,0,0,0,0,0,0
1517,1819,1,-0.8988976458979234,-0.7429036173686816,-1.826316938035189,1.4815721942851592,-1.4158890827405983,0,0,0,0,0,0
1518,7101,2,-0.8988976458979234,-0.7429036173686816,-0.8253290070792955,-0.22231460661424063,-1.3844311454528926,0,0,0,0,0,0
1519,171,0,-0.8988976458979234,-0.6753862245707838,-1.1102255720436653,1.672138481227856,-1.3372442395213344,0,0,0,0,0,0
1520,7102,2,-0.8988976458979234,-0.7429036173686816,-0.024538662314582266,-0.25594395136883374,-1.25859939630207,0,0,0,0,0,0
1521,1820,1,-0.8487896612316408,-0.607868831772886,-0.33253494876254774,-0.07658744601100229,-1.2114124903705121,0,0,0,0,0,0
1522,7103,2,-0.8988976458979234,-0.7429036173686816,0.5375545604529585,-0.7267547779331424,-1.1799545530828062,0,0,0,0,0,0
1523,172,0,-0.8988976458979234,-0.6753862245707838,0.3604566957453777,-0.34562220404774946,-1.1327676471512482,0,0,0,0,0,0
1524,1821,1,-0.8487896612316408,-0.6753862245707838,0.02936068781381287,-0.43530045672666573,-1.0541228039319843,0,0,0,0,0,0
1525,1822,1,-0.8988976458979234,-0.6753862245707838,0.6607530750321442,-0.5586080541601751,-1.0226648666442784,0,0,0,0,0,0
1527,1823,1,-0.9490056305642061,-0.6753862245707838,2.0929358070151913,-1.4778101441190612,-0.9597489920688674,0,0,0,0,0,0
1528,173,0,-0.9490056305642061,-0.607868831772886,-0.6944305853389096,0.4166429437230342,-0.9282910547811618,0,0,0,0,0,0
1529,1824,1,-0.9490056305642061,-0.6753862245707838,0.33735697426178085,-0.7603841226877355,-0.8496462115618978,0,0,0,0,0,0
1530,1825,1,-0.9490056305642061,-0.6753862245707838,0.32195715993938046,-0.5361884909904456,-0.8181882742741923,0,0,0,0,0,0
1531,1826,1,-0.9490056305642061,-0.6753862245707838,-0.140037269732569,-0.03174831967154443,-0.7867303369864868,0,0,0,0,0,0
1532,174,0,-0.9490056305642061,-0.6753862245707838,-0.5943317922433208,0.06913971459223546,-0.7552723996987811,0,0,0,0,0,0
1533,7104,2,-0.9490056305642061,-0.7429036173686816,-0.7560298426285037,-0.1774754802747822,-0.6766275564795173,0,0,0,0,0,0
1534,7105,2,-0.9991136152304887,-0.7429036173686816,-1.3566226012020393,1.1901178730786826,-0.6294406505479587,0,0,0,0,0,0
1535,1827,1,-0.9991136152304887,-0.8104210101665406,1.8619385921792178,-1.3096634203460946,-0.5822537446164004,0,0,0,0,0,0
1536,1828,1,-0.9991136152304887,-0.8104210101665406,0.5067549318081627,-0.5249787094055814,-0.5507958073286948,0,0,0,0,0,0
1537,7106,2,-0.8988976458979234,-0.7429036173686816,-1.456721394297628,1.526411320624617,-0.5193378700409894,0,0,0,0,0,0
1538,7107,2,-0.7986816765653582,-0.607868831772886,-0.371034484568545,-0.1326363539353249,-0.4721509641094309,0,0,0,0,0,0
1539,1829,1,-0.7986816765653582,-0.607868831772886,2.177634785788382,-1.253614512421772,-0.4249640581778726,0,0,0,0,0,0
1540,7108,2,-0.7485736918990755,-0.5403514389750271,-0.5096328134701298,0.6296287938354593,-0.393506120890167,0,0,0,0,0,0
1541,7109,2,-0.7986816765653582,-0.607868831772886,0.07556013078100905,-0.16626569868991858,-0.3463192149586087,0,0,0,0,0,0
1543,1830,1,-0.8487896612316408,-0.7429036173686816,-1.0486263147540724,1.5600406653792107,-0.2676743717393448,0,0,0,0,0,0
1544,1831,1,-0.7986816765653582,-0.7429036173686816,0.8686505683845233,-0.659496088423955,-0.23621643445163915,0,0,0,0,0,0
1545,1832,1,-0.7986816765653582,-0.6753862245707838,-0.31713513444014985,1.3358450336819214,-0.20475849716393352,0,0,0,0,0,0
1546,7110,2,-0.7986816765653582,-0.6753862245707838,0.2218583668437916,-0.22231460661424063,-0.17330055987622814,0,0,0,0,0,0
1547,1833,1,-0.7986816765653582,-0.7429036173686816,-0.9562274288196814,0.8538244255327492,-0.12611365394466958,0,0,0,0,0,0
1548,1834,1,-0.8487896612316408,-0.7429036173686816,-1.287323436751246,1.6497189180581264,-0.0946557166569642,0,0,0,0,0,0
1549,7111,2,-0.8487896612316408,-0.8104210101665406,-1.279623529590047,1.268586344172734,-0.06319777936925859,0,0,0,0,0,0
1550,1835,1,-0.7986816765653582,-0.7429036173686816,1.469243326958059,-1.2648242940066368,-0.016010873437700274,0,0,0,0,0,0
1551,1836,1,-0.7986816765653582,-0.7429036173686816,0.9456496399965153,-0.9397406280455669,0.01544706385000534,0,0,0,0,0,0
1552,1837,1,-0.7986816765653582,-0.8104210101665406,-0.440333649019338,-0.07658744601100229,0.046905001137710955,0,0,0,0,0,0
1553,1838,1,-0.7485736918990755,-0.7429036173686816,2.0467363640479976,-1.4553905809493328,0.07836293842541657,0,0,0,0,0,0
1554,1839,1,-0.7485736918990755,-0.8104210101665406,-1.410521951330433,2.0532710551132483,0.10982087571312218,0,0,0,0,0,0
1555,7112,2,-0.7986816765653582,-0.8779384029644384,0.5298546532917595,-1.0182090991396184,0.14127881300082779,0,0,0,0,0,0
1556,1840,1,-0.7986816765653582,-0.9454557957622972,-0.1862367126997652,0.13639840410142284,0.18846571893238612,0,0,0,0,0,0
1557,175,0,-0.7986816765653582,-1.0129731885601951,-0.9023280786912875,0.7080972649295114,0.21992365622009172,0,0,0,0,0,0
1558,1841,1,-0.8487896612316408,-1.0804905813580927,0.5375545604529585,-1.1415166965731274,0.29856849943935565,0,0,0,0,0,0
1559,7113,2,-0.8988976458979234,-1.1480079741559517,-0.30173532011775195,0.30454512787438953,0.33002643672706106,0,0,0,0,0,0
1560,1842,1,-0.8988976458979234,-1.1480079741559517,-0.440333649019338,0.11397884093169332,0.37721334265861955,0,0,0,0,0,0
1561,7114,2,-0.8988976458979234,-1.0804905813580927,-0.03993847663698017,-0.0990070091807318,0.40867127994632496,0,0,0,0,0,0
1562,1843,1,-0.8988976458979234,-1.0804905813580927,-0.9793271503032794,1.4591526311154297,0.4558581858778835,0,0,0,0,0,0
1564,1844,1,-0.8988976458979234,-1.1480079741559517,-0.8715284500464904,1.1452787467392247,0.5187740604532948,0,0,0,0,0,0
1566,1845,1,-0.9991136152304887,-1.2155253669538495,-0.4326337418581366,0.147608185686287,0.5974189036725587,0,0,0,0,0,0
1567,7115,2,-0.9991136152304887,-1.2830427597517085,-0.8638285428852914,0.4502722884776273,0.6288768409602641,0,0,0,0,0,0
1568,1846,1,-0.9490056305642061,-1.2155253669538495,0.04476050213621077,-0.16626569868991858,0.6760637468918226,0,0,0,0,0,0
1569,1847,1,-0.8988976458979234,-1.2155253669538495,-0.8330289142404944,0.7080972649295114,0.707521684179528,0,0,0,0,0,0
1570,7116,2,-0.9490056305642061,-1.2155253669538495,1.068848154575701,-0.6146569620844977,0.7389796214672334,0,0,0,0,0,0
1571,1848,1,-0.8988976458979234,-1.0804905813580927,-0.4865330919865317,0.30454512787438953,0.7861665273987919,0,0,0,0,0,0
1572,1849,1,-0.8487896612316408,-1.0804905813580927,0.09865985226460591,-0.39046133038720787,0.8176244646864973,0,0,0,0,0,0
1573,1850,1,-0.8988976458979234,-1.1480079741559517,-2.1959124817727496,2.1093199630375703,0.8490824019742031,0,0,0,0,0,0
1574,1851,1,-0.8988976458979234,-1.2155253669538495,-0.37873439172974394,0.18123753044088012,0.8805403392619086,0,0,0,0,0,0
1575,1852,1,-0.8988976458979234,-1.2155253669538495,-0.28633550579535405,1.0443907124754448,0.9119982765496144,0,0,0,0,0,0
1577,1853,1,-0.8487896612316408,-1.0804905813580927,-0.19393661986096414,0.10276905934682973,0.9749141511250256,0,0,0,0,0,0
1578,1854,1,-0.8487896612316408,-1.0804905813580927,-0.24013606282815786,0.29333534628952534,1.006372088412731,0,0,0,0,0,0
1579,1855,1,-0.8487896612316408,-1.0804905813580927,0.5991538177425526,-0.424090675141801,1.0378300257004365,0,0,0,0,0,0
1580,1856,1,-0.8487896612316408,-1.1480079741559517,-0.5481323492761258,0.3381744726289826,1.0692879629881422,0,0,0,0,0,0
1581,7117,2,-0.8487896612316408,-1.0804905813580927,-0.5481323492761258,0.752936391268968,1.1007459002758475,0,0,0,0,0,0
1582,7118,2,-0.8988976458979234,-1.1480079741559517,0.3450568814229798,-0.8724819385363801,1.1479328062074061,0,0,0,0,0,0
1583,176,0,-0.9490056305642061,-1.1480079741559517,0.11405966658700381,0.13639840410142284,1.1951197121389643,0,0,0,0,0,0
1584,1857,1,-0.8988976458979234,-1.0804905813580927,-1.579919908876815,2.2662569052256725,1.2737645553582282,1,0,0,0,1,0
1585,7119,2,-0.8988976458979234,-1.1480079741559517,0.9533495471577142,-0.838852593781787,1.305222492645934,0,0,0,0,0,0
1586,1858,1,-0.8988976458979234,-1.1480079741559517,-0.8869282643688896,0.8874537702873428,1.352409398577492,0,0,0,0,0,0
1587,7120,2,-0.8487896612316408,-1.0804905813580927,-0.22473624850575993,0.38301359896844106,1.3838673358651978,0,0,0,0,0,0
1588,7121,2,-0.8988976458979234,-1.1480079741559517,-0.5173327206313287,0.2821255647046606,1.431054241796756,0,0,0,0,0,0
1589,1859,1,-0.8988976458979234,-1.1480079741559517,1.3306449980564727,-0.9845797543850248,1.4782411477283146,0,0,0,0,0,0
1590,7122,2,-0.9490056305642061,-1.1480079741559517,-0.47883318482533277,0.08034949617710022,1.50969908501602,0,0,0,0,0,0
1591,1860,1,-0.8988976458979234,-1.0804905813580927,-0.140037269732569,-0.34562220404774946,1.5568859909475785,0,0,0,0,0,0
1592,1861,1,-0.8988976458979234,-1.0804905813580927,-1.2334240866228523,0.9659222413813933,1.5883439282352838,0,0,0,0,0,0
1593,1862,1,-0.9490056305642061,-1.0804905813580927,0.5914539105813537,-0.2895732961234268,1.6198018655229898,0,0,0,0,0,0
1594,1863,1,-0.9991136152304887,-1.1480079741559517,0.2218583668437916,-0.681915651593684,1.651259802810695,0,0,0,0,0,0
1595,7123,2,-0.9991136152304887,-1.2155253669538495,-1.0948257577212674,1.1676983099089542,1.6827177400984008,0,0,0,0,0,0
1596,1864,1,-0.9991136152304887,-1.2155253669538495,-1.1564250150108604,1.3582645968516498,1.729904646029959,1,0,0,0,1,0
1597,1865,1,-0.9991136152304887,-1.2830427597517085,2.7859274515231167,-1.8477329364195896,-1.6990105183299484,0,0,0,0,0,0
1598,1866,1,-1.0492215998968042,-1.2830427597517085,0.12175957374820276,0.001881025083048675,-1.6675525810422427,0,0,0,0,0,0
1599,1867,1,-1.0492215998968042,-1.3505601525496451,-0.1092376410877732,-0.4577200198963941,-1.6360946437545372,0,0,0,0,0,0
1600,1868,1,-1.0492215998968042,-1.3505601525496451,-0.19393661986096414,0.607209230665731,-1.6046367064668317,0,0,0,0,0,0
1601,7124,2,-1.099329584563054,-1.4855949381454019,0.21415845968259264,0.326964691044119,-1.5731787691791261,0,0,0,0,0,0
1602,1869,1,-1.099329584563054,-1.4855949381454019,0.6299534463873484,-0.2895732961234268,-1.5259918632475677,0,0,0,0,0,0
1603,177,0,-1.099329584563054,-1.418077545347543,0.6530531678709453,-0.8164330306120575,-1.4945339259598622,0,0,0,0,0,0
1604,7125,2,-1.099329584563054,-1.4855949381454019,0.8224511254173271,-0.97336997280016,-1.4158890827405983,0,0,0,0,0,0
1605,1870,1,-1.099329584563054,-1.4855949381454019,-0.4865330919865317,-0.11021679076559597,-1.36870217680904,0,0,0,0,0,0
1606,1871,1,-1.099329584563054,-1.4855949381454019,-0.9177278930136854,0.19244731202574486,-1.3372442395213344,0,0,0,0,0,0
1607,1872,1,-1.099329584563054,-1.5531123309432997,-0.07843801244297492,-0.12142657235046014,-1.3057863022336287,0,0,0,0,0,0
1608,1873,1,-1.099329584563054,-1.4855949381454019,-0.7945293784344997,0.8426146439478839,-1.2743283649459232,0,0,0,0,0,0
1609,1874,1,-1.099329584563054,-1.5531123309432997,-0.9408276144972835,-0.31199285929315634,-1.2428704276582174,0,0,0,0,0,0
1610,1875,1,-1.1494375692293695,-1.5531123309432997,0.5067549318081627,-0.659496088423955,-1.2114124903705121,0,0,0,0,0,0
1611,1876,1,-1.099329584563054,-1.4855949381454019,0.44515567451856863,-0.3232026408780211,-1.1799545530828062,0,0,0,0,0,0
1612,7126,2,-1.099329584563054,-1.418077545347543,1.6232414701820428,-1.5114394888736549,-1.1484966157951009,0,0,0,0,0,0
1613,7127,2,-1.0492215998968042,-1.418077545347543,0.1910587381989958,-0.11021679076559597,-1.1013097098635423,0,0,0,0,0,0
1614,1877,1,-1.0492215998968042,-1.3505601525496451,-1.687718609133604,2.4792427553380976,-1.0541228039319843,0,0,0,0,0,0
1615,7128,2,-1.099329584563054,-1.418077545347543,2.2084344144331802,-1.6795862126466221,-1.0226648666442784,0,0,0,0,0,0
1616,1878,1,-1.099329584563054,-1.418077545347543,-0.5250326277925277,0.8762439887024775,-0.9754779607127202,0,0,0,0,0,0
1617,178,0,-1.099329584563054,-1.4855949381454019,1.1304474118652952,-1.1303069149882632,-0.9440200234250146,0,0,0,0,0,0
1618,1879,1,-1.099329584563054,-1.4855949381454019,0.36815660290657665,-0.7267547779331424,-0.8653751802057507,0,0,0,0,0,0
1619,1880,1,-1.0492215998968042,-1.4855949381454019,-1.7647176807455947,2.098110181452705,-0.833917242918045,0,0,0,0,0,0
1620,1881,1,-1.0492215998968042,-1.5531123309432997,0.5760540962589532,-0.6931254331785481,-0.8024593056303395,0,0,0,0,0,0
1621,1882,1,-1.0492215998968042,-1.5531123309432997,-0.17853680553856377,0.326964691044119,-0.7710013683426339,0,0,0,0,0,0
1622,1883,1,-1.1494375692293695,-1.6206297237411587,2.5318305152035436,-2.1167676944563367,-0.7395434310549283,0,0,0,0,0,0
1623,179,0,-1.1494375692293695,-1.6206297237411587,0.1756589238765979,-0.27836351453856323,-0.7080854937672229,0,0,0,0,0,0
1625,7129,2,-1.099329584563054,-1.4855949381454019,-1.579919908876815,1.9187536760948736,-0.5979827132602533,0,0,0,0,0,0
1626,1884,1,-1.0492215998968042,-1.4855949381454019,-1.1564250150108604,0.6856777017597819,-0.5507958073286948,0,0,0,0,0,0
1627,7130,2,-1.0492215998968042,-1.4855949381454019,-1.633819259005209,2.0756906182829766,-0.5193378700409894,0,0,0,0,0,0
1628,1885,1,-1.0492215998968042,-1.4855949381454019,-0.12463745541017111,-0.36804176721747894,-0.4721509641094309,0,0,0,0,0,0
1629,1886,1,-1.0492215998968042,-1.4855949381454019,-0.49423299914773067,-0.2895732961234268,-0.4406930268217255,0,0,0,0,0,0
1630,7131,2,-1.0492215998968042,-1.418077545347543,-1.379722322685636,1.526411320624617,-0.4092350895340199,0,0,0,0,0,0
1631,1887,1,-1.0492215998968042,-1.418077545347543,-0.7945293784344997,0.4166429437230342,-0.3620481836024614,0,0,0,0,0,0
1632,1888,1,-0.9991136152304887,-1.3505601525496451,-0.6328313280493167,-0.1774754802747822,-0.330590246314756,0,0,0,0,0,0
1633,1889,1,-1.0492215998968042,-1.418077545347543,-0.6867306781777106,0.3157549094592543,-0.29913230902705035,0,0,0,0,0,0
1634,1890,1,-1.0492215998968042,-1.418077545347543,-0.30173532011775195,0.4951114148170863,-0.2676743717393448,0,0,0,0,0,0
1635,180,0,-1.0492215998968042,-1.418077545347543,-0.8407288214016946,1.986012365604061,-0.23621643445163915,0,0,0,0,0,0
1636,1891,1,-1.099329584563054,-1.4855949381454019,-1.0178266861092755,1.7618167339067716,-0.1575715912323752,0,0,0,0,0,0
1637,1892,1,-1.0492215998968042,-1.4855949381454019,-0.07843801244297492,-0.39046133038720787,-0.12611365394466958,0,0,0,0,0,0
1638,1893,1,-1.0492215998968042,-1.4855949381454019,1.153547133348892,-0.7715939042725997,-0.0946557166569642,0,0,0,0,0,0
1639,1894,1,-1.0492215998968042,-1.4855949381454019,-0.9100279858524865,0.4726918516473568,-0.06319777936925859,0,0,0,0,0,0
1640,7132,2,-1.0492215998968042,-1.4855949381454019,-0.5019329063089308,0.30454512787438953,-0.03173984208155297,0,0,0,0,0,0
1641,1895,1,-0.9991136152304887,-1.4855949381454019,0.39895623155137244,-0.4913493646509884,0.01544706385000534,0,0,0,0,0,0
1642,7133,2,-0.9991136152304887,-1.3505601525496451,0.30655734561698256,-0.424090675141801,0.046905001137710955,0,0,0,0,0,0
1643,181,0,-0.9991136152304887,-1.4855949381454019,0.5606542819365553,-0.603447180499633,0.09409190706926926,0,0,0,0,0,0
1644,1896,1,-0.9991136152304887,-1.4855949381454019,-0.47883318482533277,-0.34562220404774946,0.1727367502885332,0,0,0,0,0,0
1645,1897,1,-0.9991136152304887,-1.4855949381454019,0.8224511254173271,-0.838852593781787,0.2041946875762388,0,0,0,0,0,0
1646,1898,1,-1.0492215998968042,-1.4855949381454019,0.1756589238765979,-0.25594395136883374,0.23565262486394442,0,0,0,0,0,0
1647,7134,2,-1.0492215998968042,-1.5531123309432997,0.09095994510340696,0.22607665678033798,0.26711056215165,0,0,0,0,0,0
1648,1899,1,-1.099329584563054,-1.4855949381454019,1.8927382208240136,-1.3320829835158234,0.31429746808320835,0,0,0,0,0,0
1649,1900,1,-1.0492215998968042,-1.4855949381454019,-1.0948257577212674,1.05560049406031,0.34575540537091376,0,0,0,0,0,0
1650,182,0,-0.9991136152304887,-1.418077545347543,-0.25553587715055576,-0.3344124224628858,0.37721334265861955,0,0,0,0,0,0
1651,7135,2,-0.9991136152304887,-1.418077545347543,-0.7560298426285037,1.1452787467392247,0.4558581858778835,0,0,0,0,0,0
1652,1901,1,-0.9991136152304887,-1.4855949381454019,-0.7791295641121005,1.2237472178332773,0.5030450918094416,0,0,0,0,0,0
1653,183,0,-1.0492215998968042,-1.4855949381454019,0.922549918512916,-0.7603841226877355,0.5345030290971474,0,0,0,0,0,0
1654,1902,1,-0.9991136152304887,-1.4855949381454019,-0.9947269646256773,1.8514949865856862,0.6131478723164113,0,0,0,0,0,0
1655,1903,1,-0.8988976458979234,-1.2830427597517085,-1.0486263147540724,2.4119840658289102,0.6446058096041167,0,0,0,0,0,0
1656,7136,2,-0.8988976458979234,-1.3505601525496451,0.47595530316336443,-0.5473982725753104,0.6760637468918226,0,0,0,0,0,0
1657,1904,1,-0.8988976458979234,-1.2830427597517085,0.1294594809094017,0.19244731202574486,0.7232506528233806,0,0,0,0,0,0
1658,7137,2,-0.9490056305642061,-1.3505601525496451,-1.0871258505600672,0.898663551872207,0.7547085901110865,0,0,0,0,0,0
1659,184,0,-0.9490056305642061,-1.3505601525496451,0.4220559530349718,-0.6146569620844977,0.8018954960426445,0,0,0,0,0,0
1660,1905,1,-0.9490056305642061,-1.3505601525496451,1.3999441625072657,-1.0966775702336695,0.8805403392619086,0,0,0,0,0,0
1661,1906,1,-0.8988976458979234,-1.3505601525496451,-0.12463745541017111,0.3718038173835769,0.9119982765496144,0,0,0,0,0,0
1662,7138,2,-0.8988976458979234,-1.3505601525496451,-0.8022292855956986,0.7193070465143756,0.9434562138373197,0,0,0,0,0,0
1663,185,0,-0.8988976458979234,-1.418077545347543,-0.40953402037453973,0.5287407595716794,0.9906431197688783,0,0,0,0,0,0
1664,7139,2,-0.9490056305642061,-1.418077545347543,1.8773384065016157,-1.3657123282704167,1.0692879629881422,0,0,0,0,0,0
1665,1907,1,-0.8988976458979234,-1.3505601525496451,0.15255920239299856,-0.31199285929315634,1.1164748689197004,0,0,0,0,0,0
1666,186,0,-0.8988976458979234,-1.418077545347543,-0.1862367126997652,-0.12142657235046014,1.1479328062074061,0,0,0,0,0,0
1667,1908,1,-0.8988976458979234,-1.418077545347543,0.27575771697218676,-0.5361884909904456,1.22657764942667,0,0,0,0,0,0
1668,1909,1,-0.8988976458979234,-1.418077545347543,1.9543374781136076,-1.5226492704585197,1.2580355867143755,0,0,0,0,0,0
1669,1910,1,-0.8988976458979234,-1.418077545347543,0.27575771697218676,-0.7491743411028707,1.2894935240020813,0,0,0,0,0,0
1670,1911,1,-0.8988976458979234,-1.418077545347543,0.2218583668437916,-1.0518384438942117,1.3209514612897866,0,0,0,0,0,0
1671,1912,1,-0.8988976458979234,-1.4855949381454019,0.09865985226460591,-1.0854677886488047,1.352409398577492,0,0,0,0,0,0
1672,1913,1,-0.9490056305642061,-1.418077545347543,0.7608518681277355,-0.5586080541601751,1.3838673358651978,0,0,0,0,0,0
1673,1914,1,-0.9490056305642061,-1.4855949381454019,-0.6405312352105157,1.0107613677208511,1.4153252731529034,0,0,0,0,0,0
1674,7140,2,-0.9490056305642061,-1.4855949381454019,-1.0101267789480766,0.326964691044119,1.446783210440609,0,0,0,0,0,0
1675,1915,1,-0.9490056305642061,-1.4855949381454019,0.1910587381989958,-0.3344124224628858,1.4939701163721673,0,0,0,0,0,0
1676,1916,1,-0.9991136152304887,-1.5531123309432997,-0.8330289142404944,0.3493842542138474,1.525428053659873,0,0,0,0,0,0
1677,187,0,-1.0492215998968042,-1.6206297237411587,-0.7483299354673035,0.2484962199500675,1.5568859909475785,0,0,0,0,0,0
1678,7141,2,-1.0492215998968042,-1.6881471165390562,1.0149488044473083,-1.1190971334033983,1.6355308341668424,0,0,0,0,0,0
1679,1917,1,-0.9991136152304887,-1.6881471165390562,0.991849082963709,-0.894901501706109,1.6827177400984008,0,0,0,0,0,0
1680,1918,1,-0.9991136152304887,-1.6881471165390562,2.1314353428211885,-1.4441807993644682,1.7141756773861063,0,0,0,0,0,0
1681,7142,2,-1.0492215998968042,-1.755664509336954,0.7300522394829372,-0.6931254331785481,1.7456336146738116,0,0,0,0,0,0
1682,7143,2,-1.099329584563054,-1.823181902134813,2.223834228755578,-1.6571666494768933,1.7928205206053702,0,0,0,0,0,0
1683,188,0,-1.0492215998968042,-1.755664509336954,0.6838527965157435,-0.5249787094055814,1.8400074265369288,1,1,0,0,0,0
1684,7144,2,-1.0492215998968042,-1.755664509336954,-0.8638285428852914,1.3470548152667856,-1.6990105183299484,0,0,0,0,0,0
1685,1919,1,-1.099329584563054,-1.823181902134813,-0.5943317922433208,0.4166429437230342,-1.65182361239839,0,0,0,0,0,0
1686,1920,1,-1.0492215998968042,-1.823181902134813,2.3778323719795624,-1.6235373047222996,-1.6203656751106843,0,0,0,0,0,0
1687,189,0,-1.0492215998968042,-1.823181902134813,1.1381473190264941,-1.3545025466855525,-1.5889077378229788,0,0,0,0,0,0
1688,1921,1,-1.0492215998968042,-1.823181902134813,-0.10153773392657425,-0.4577200198963941,-1.5102628946037149,0,0,0,0,0,0
1689,1922,1,-1.0492215998968042,-1.755664509336954,0.6992526108381414,-0.5922373989147682,-1.4788049573160091,0,0,0,0,0,0
1690,1923,1,-1.0492215998968042,-1.6881471165390562,0.35275678858417875,-0.34562220404774946,-1.4473470200283038,0,0,0,0,0,0
1691,7145,2,-1.0492215998968042,-1.755664509336954,-0.6174315137269176,0.23728643836520272,-1.4158890827405983,0,0,0,0,0,0
1692,1924,1,-1.0492215998968042,-1.6881471165390562,0.6684529821933431,-0.27836351453856323,-1.36870217680904,0,0,0,0,0,0
1693,7146,2,-0.9490056305642061,-1.6206297237411587,1.9158379423076104,-1.466600362534197,-1.3372442395213344,0,0,0,0,0,0
1694,190,0,-0.9991136152304887,-1.6881471165390562,1.292145462250478,-1.4553905809493328,-1.290057333589776,0,0,0,0,0,0
1695,1925,1,-0.9991136152304887,-1.6881471165390562,0.7916514967725313,-0.6258667436693613,-1.2114124903705121,0,0,0,0,0,0
1696,1926,1,-0.9991136152304887,-1.6206297237411587,-0.04763838379817912,0.09155927776196497,-1.1799545530828062,0,0,0,0,0,0
1697,1927,1,-1.0492215998968042,-1.6206297237411587,0.2680578098109878,-0.1998950434445117,-1.1484966157951009,0,0,0,0,0,0
1698,7147,2,-1.0492215998968042,-1.6206297237411587,0.02936068781381287,0.36059403579871213,-1.1170386785073951,0,0,0,0,0,0
1699,1928,1,-1.0492215998968042,-1.6206297237411587,-0.2632357843117547,-0.31199285929315634,-1.069851772575837,0,0,0,0,0,0
1700,1929,1,-0.9490056305642061,-1.5531123309432997,-1.7416179592619978,0.8426146439478839,-1.0383938352881312,0,0,0,0,0,0
1701,7148,2,-0.9991136152304887,-1.6206297237411587,2.5318305152035436,-1.9037818443439114,-1.0069358980004257,0,0,0,0,0,0
1702,1930,1,-0.9991136152304887,-1.5531123309432997,-0.2786355986341551,0.19244731202574486,-0.9597489920688674,0,0,0,0,0,0
1703,1931,1,-0.9991136152304887,-1.5531123309432997,-0.6559310495329136,0.7305168280992398,-0.9282910547811618,0,0,0,0,0,0
1704,7149,2,-0.9490056305642061,-1.4855949381454019,0.9302498256741174,-0.4577200198963941,-0.8968331174934563,0,0,0,0,0,0
1705,7150,2,-0.9490056305642061,-1.4855949381454019,-0.09383782676537282,0.43906250689276366,-0.8496462115618978,0,0,0,0,0,0
1706,7151,2,-0.9490056305642061,-1.4855949381454019,0.7146524251605393,-0.917321064875838,-0.8024593056303395,0,0,0,0,0,0
1707,1932,1,-0.8988976458979234,-1.4855949381454019,0.04476050213621077,0.23728643836520272,-0.7552723996987811,0,0,0,0,0,0
1708,1933,1,-0.8988976458979234,-1.4855949381454019,-0.5866318850821218,0.09155927776196497,-0.7238144624110756,0,0,0,0,0,0
1709,1934,1,-0.8988976458979234,-1.4855949381454019,0.8609506612233243,-1.0406286623093475,-0.69235652512337,0,0,0,0,0,0
1710,1935,1,-0.8988976458979234,-1.4855949381454019,1.8003393348896237,-1.6459568678920284,-0.6608985878356644,0,0,0,0,0,0
1711,1936,1,-0.8988976458979234,-1.4855949381454019,0.11405966658700381,-0.5473982725753104,-0.6294406505479587,0,0,0,0,0,0
1712,1937,1,-0.8988976458979234,-1.4855949381454019,-1.2334240866228523,1.1789080914938184,-0.5979827132602533,0,0,0,0,0,0
1713,1938,1,-0.8487896612316408,-1.418077545347543,0.27575771697218676,-0.7828036858574644,-0.5665247759725478,0,0,0,0,0,0
1714,1939,1,-0.8988976458979234,-1.4855949381454019,-0.0014389408309829306,0.663258138590053,-0.5350668386848422,0,0,0,0,0,0
1715,1940,1,-0.8988976458979234,-1.4855949381454019,-0.9793271503032794,0.8762439887024775,-0.5036089013971365,0,0,0,0,0,0
1716,1941,1,-0.8988976458979234,-1.4855949381454019,0.5375545604529585,-0.6931254331785481,-0.4721509641094309,0,0,0,0,0,0
1717,1942,1,-0.9490056305642061,-1.5531123309432997,0.06016031645860867,-0.34562220404774946,-0.4406930268217255,0,0,0,0,0,0
1718,1943,1,-0.8988976458979234,-1.6206297237411587,-1.1256253863660632,1.5376211022094823,-0.4092350895340199,0,0,0,0,0,0
1719,7152,2,-0.8988976458979234,-1.5531123309432997,1.27674564792808,-1.0966775702336695,-0.3777771522463143,0,0,0,0,0,0
1720,1944,1,-0.8988976458979234,-1.5531123309432997,-0.09383782676537282,-0.27836351453856323,-0.330590246314756,0,0,0,0,0,0
1721,1945,1,-0.8988976458979234,-1.5531123309432997,-0.4326337418581366,0.4166429437230342,-0.29913230902705035,0,0,0,0,0,0
1722,1946,1,-0.8988976458979234,-1.5531123309432997,1.3306449980564727,-0.9397406280455669,-0.2676743717393448,0,0,0,0,0,0
1725,7153,2,-0.8487896612316408,-1.4855949381454019,-0.448033556180537,1.313425470512192,-0.1575715912323752,0,0,0,0,0,0
